timestamp,protocol,download,upload,ping
2015-10-01 00:45:01+02:00,201510.log@3,22691184.64,933232.64,20.011
2015-10-01 01:45:01+02:00,201510.log@7,22680698.88,765460.48,19.697
2015-10-01 02:45:01+02:00,201510.log@11,22649241.6,922746.88,20.091
2015-10-01 03:45:01+02:00,201510.log@15,22691184.64,849346.56,20.26
2015-10-01 04:45:01+02:00,201510.log@19,22680698.88,891289.6,19.705
2015-10-01 05:45:01+02:00,201510.log@23,22649241.6,922746.88,19.44
2015-10-01 06:45:01+02:00,201510.log@27,22649241.6,922746.88,20.067
2015-10-01 07:45:01+02:00,201510.log@31,22649241.6,922746.88,18.461
2015-10-01 08:45:01+02:00,201510.log@35,20772290.56,891289.6,19.415
2015-10-01 09:45:01+02:00,201510.log@39,22691184.64,901775.36,19.449
2015-10-01 10:45:01+02:00,201510.log@43,22649241.6,922746.88,20.913
2015-10-01 11:45:01+02:00,201510.log@47,22680698.88,933232.64,18.892
2015-10-01 12:45:01+02:00,201510.log@51,22649241.6,922746.88,20.782
2015-10-01 13:45:01+02:00,201510.log@55,22523412.48,922746.88,19.979
2015-10-01 14:45:01+02:00,201510.log@59,22638755.84,922746.88,18.937
2015-10-01 15:45:01+02:00,201510.log@63,22691184.64,933232.64,21.89
2015-10-01 16:45:01+02:00,201510.log@67,22659727.36,922746.88,21.174
2015-10-01 17:45:01+02:00,201510.log@71,22691184.64,922746.88,28.508
2015-10-01 18:45:01+02:00,201510.log@75,22649241.6,922746.88,21.902
2015-10-01 19:45:01+02:00,201510.log@79,21558722.56,880803.84,26.692
2015-10-01 20:45:01+02:00,201510.log@83,22701670.4,922746.88,20.481
2015-10-01 21:45:01+02:00,201510.log@87,22093496.32,922746.88,36.543
2015-10-01 22:45:01+02:00,201510.log@91,22649241.6,922746.88,20.765
2015-10-01 23:45:01+02:00,201510.log@95,22680698.88,775946.24,19.454
2015-10-02 00:45:01+02:00,201510.log@99,22680698.88,922746.88,19.444
2015-10-02 01:45:01+02:00,201510.log@103,22691184.64,922746.88,19.43
2015-10-02 02:45:01+02:00,201510.log@107,22680698.88,796917.76,19.375
2015-10-02 03:45:01+02:00,201510.log@111,22680698.88,901775.36,19.416
2015-10-02 04:45:01+02:00,201510.log@115,22177382.4,901775.36,19.458
2015-10-02 05:45:01+02:00,201510.log@119,22680698.88,922746.88,19.795
2015-10-02 06:45:01+02:00,201510.log@123,21432893.44,880803.84,19.835
2015-10-02 07:45:01+02:00,201510.log@127,22649241.6,922746.88,19.437
2015-10-02 08:45:01+02:00,201510.log@131,22638755.84,901775.36,18.875
2015-10-02 09:45:01+02:00,201510.log@135,22649241.6,891289.6,18.231
2015-10-02 10:45:01+02:00,201510.log@139,22659727.36,922746.88,19.437
