timestamp,protocol,download,upload,ping
2020-11-01 00:45:01+01:00,202011.log@3,253294018.56,20468203.52,27.052
2020-11-01 01:45:01+01:00,202011.log@7,161637990.4,20583546.88,20.917
2020-11-01 02:45:02+01:00,202011.log@11,115238502.4,20615004.16,22.416
2020-11-01 03:45:01+01:00,202011.log@15,97811169.28,18842910.72,21.512
2020-11-01 04:45:01+01:00,202011.log@19,225391411.2,20321402.88,24.515
2020-11-01 05:45:01+01:00,202011.log@23,153238896.64,20206059.52,23.829
2020-11-01 06:45:01+01:00,202011.log@27,131197829.12,20394803.2,21.229
2020-11-01 07:45:01+01:00,202011.log@31,189026795.52,20635975.68,26.493
2020-11-01 08:45:02+01:00,202011.log@35,251920384.0,20478689.28,23.976
2020-11-01 09:45:01+01:00,202011.log@39,212567326.72,19818086.4,28.204
2020-11-01 10:45:01+01:00,202011.log@43,241141022.72,20384317.44,29.563
2020-11-01 11:45:01+01:00,202011.log@47,288148684.8,20436746.24,24.99
2020-11-01 12:45:01+01:00,202011.log@51,255401656.32,20594032.64,25.568
2020-11-01 13:45:01+01:00,202011.log@55,287917998.08,20289945.6,25.012
2020-11-01 14:45:01+01:00,202011.log@59,237722664.96,20531118.08,27.152
2020-11-01 15:45:01+01:00,202011.log@63,232343470.08,20415774.72,25.15
2020-11-01 16:45:01+01:00,202011.log@67,295184629.76,20761804.8,25.835
2020-11-01 17:45:01+01:00,202011.log@71,237754122.24,20478689.28,22.576
2020-11-01 18:45:01+01:00,202011.log@75,253430333.44,20426260.48,28.264
2020-11-01 19:45:01+01:00,202011.log@79,306330992.64,20677918.72,26.496
2020-11-01 20:45:01+01:00,202011.log@83,141012500.48,18056478.72,21.862
2020-11-01 21:45:01+01:00,202011.log@87,275471400.96,20594032.64,27.684
2020-11-01 22:45:01+01:00,202011.log@91,185063178.24,19943915.52,26.693
2020-11-01 23:45:01+01:00,202011.log@95,276310261.76,20573061.12,23.868
2020-11-02 00:45:01+01:00,202011.log@99,273028218.88,20856176.64,21.888
2020-11-02 01:45:01+01:00,202011.log@103,243468861.44,20090716.16,25.103
2020-11-02 02:45:01+01:00,202011.log@107,229889802.24,20426260.48,30.843
2020-11-02 03:45:01+01:00,202011.log@111,168831221.76,19472056.32,24.028
2020-11-02 04:45:02+01:00,202011.log@115,135926906.88,19660800.0,22.722
2020-11-02 05:45:01+01:00,202011.log@119,141631160.32,20740833.28,22.74
2020-11-02 06:45:01+01:00,202011.log@123,127139840.0,20709376.0,21.419
2020-11-02 07:45:01+01:00,202011.log@127,162644623.36,20698890.24,22.919
2020-11-02 08:45:01+01:00,202011.log@131,226576302.08,20510146.56,26.176
2020-11-02 09:45:01+01:00,202011.log@135,258211840.0,20510146.56,23.502
2020-11-02 10:45:02+01:00,202011.log@139,227845079.04,20069744.64,25.367
2020-11-02 11:45:01+01:00,202011.log@143,280305336.32,20363345.92,25.498
2020-11-02 12:45:01+01:00,202011.log@147,144588144.64,19839057.92,22.737
2020-11-02 13:45:01+01:00,202011.log@151,169659596.8,20552089.6,23.904
2020-11-02 14:45:01+01:00,202011.log@155,223483002.88,20143144.96,31.495
2020-11-02 15:45:01+01:00,202011.log@159,297764126.72,20153630.72,27.935
2020-11-02 16:45:01+01:00,202011.log@163,253975592.96,20772290.56,24.812
2020-11-02 17:45:01+01:00,202011.log@167,169670082.56,20206059.52,21.698
2020-11-02 18:45:01+01:00,202011.log@171,249424773.12,19891486.72,25.773
2020-11-02 19:45:02+01:00,202011.log@175,257677066.24,20331888.64,23.775
2020-11-02 20:45:01+01:00,202011.log@179,249005342.72,20164116.48,24.075
2020-11-02 21:45:01+01:00,202011.log@183,280672337.92,20174602.24,24.318
2020-11-02 22:45:01+01:00,202011.log@187,250116833.28,19534970.88,28.162
2020-11-02 23:45:01+01:00,202011.log@191,116591165.44,19629342.72,22.278
2020-11-03 00:45:01+01:00,202011.log@195,155231191.04,20688404.48,24.574
2020-11-03 01:45:01+01:00,202011.log@199,116140277.76,20740833.28,24.689
2020-11-03 02:45:02+01:00,202011.log@203,186489241.6,20342374.4,23.275
2020-11-03 03:45:01+01:00,202011.log@207,297848012.8,20394803.2,22.24
