timestamp,protocol,download,upload,ping
2021-01-01 00:45:01+01:00,202101.log@3,243269632.0,20331888.64,24.024
2021-01-01 01:45:01+01:00,202101.log@7,237387120.64,19975372.8,25.005
2021-01-01 02:45:01+01:00,202101.log@11,294356254.72,20216545.28,25.315
2021-01-01 03:45:02+01:00,202101.log@15,366445854.72,20646461.44,20.696
2021-01-01 04:45:01+01:00,202101.log@19,314058997.76,20258488.32,28.188
2021-01-01 05:45:01+01:00,202101.log@23,104186511.36,20080230.4,25.478
2021-01-01 06:45:01+01:00,202101.log@27,331161272.32,20342374.4,21.706
2021-01-01 07:45:01+01:00,202101.log@31,223650775.04,20761804.8,22.494
2021-01-01 08:45:01+01:00,202101.log@35,222969200.64,20719861.76,22.445
2021-01-01 09:45:01+01:00,202101.log@39,202165452.8,20709376.0,23.012
2021-01-01 10:45:01+01:00,202101.log@43,191574835.2,20394803.2,24.773
2021-01-01 11:45:01+01:00,202101.log@47,162728509.44,20709376.0,23.117
2021-01-01 12:45:01+01:00,202101.log@51,227184476.16,20531118.08,22.639
2021-01-01 13:45:01+01:00,202101.log@55,281028853.76,20478689.28,23.397
2021-01-01 14:45:01+01:00,202101.log@59,199743242.24,18779996.16,23.882
2021-01-01 15:45:01+01:00,202101.log@63,211539722.24,19797114.88,27.33
2021-01-01 16:45:01+01:00,202101.log@67,229449400.32,19933429.76,22.434
2021-01-01 17:45:01+01:00,202101.log@71,208331079.68,20562575.36,25.604
2021-01-01 18:45:01+01:00,202101.log@75,213049671.68,20426260.48,24.804
2021-01-01 19:45:01+01:00,202101.log@79,166220267.52,20227031.04,25.607
2021-01-01 20:45:01+01:00,202101.log@83,201955737.6,20352860.16,24.074
2021-01-01 21:45:01+01:00,202101.log@87,181571420.16,19115540.48,24.945
2021-01-01 22:45:02+01:00,202101.log@91,251039580.16,20646461.44,24.1
2021-01-01 23:45:01+01:00,202101.log@95,186562641.92,20279459.84,25.486
2021-01-02 00:45:01+01:00,202101.log@99,234042163.2,20489175.04,23.982
2021-01-02 01:45:01+01:00,202101.log@103,243259146.24,19922944.0,28.163
2021-01-02 02:45:01+01:00,202101.log@107,256418775.04,20237516.8,24.503
2021-01-02 03:45:01+01:00,202101.log@111,207041331.2,20541603.84,22.941
2021-01-02 04:45:01+01:00,202101.log@115,212818984.96,20782776.32,23.492
2021-01-02 05:45:01+01:00,202101.log@119,268299141.12,19608371.2,25.848
2021-01-02 06:45:01+01:00,202101.log@123,236380487.68,20604518.4,23.357
2021-01-02 07:45:01+01:00,202101.log@127,211413893.12,20415774.72,23.637
2021-01-02 08:45:01+01:00,202101.log@131,315285831.68,19136512.0,27.156
2021-01-02 09:45:01+01:00,202101.log@135,271969157.12,20531118.08,24.406
