timestamp,protocol,download,upload,ping
2018-05-01 00:45:01+02:00,201805.log@3,132110090.24,5777653.76,29.039
2018-05-01 01:45:01+02:00,201805.log@7,118593945.6,5903482.88,25.035
2018-05-01 02:45:01+02:00,201805.log@11,131009085.44,5809111.04,26.411
2018-05-01 03:45:02+02:00,201805.log@15,117178368.0,5567938.56,28.901
2018-05-01 04:45:01+02:00,201805.log@19,106839408.64,5872025.6,26.802
2018-05-01 05:45:01+02:00,201805.log@23,134039470.08,5903482.88,27.094
2018-05-01 06:45:01+02:00,201805.log@27,131030056.96,5913968.64,26.412
2018-05-01 07:45:01+02:00,201805.log@31,127569756.16,5714739.2,26.879
2018-05-01 08:45:01+02:00,201805.log@35,124298199.04,5840568.32,29.194
2018-05-01 09:45:01+02:00,201805.log@39,133053808.64,5851054.08,29.734
2018-05-01 10:45:01+02:00,201805.log@43,104417198.08,5735710.72,26.93
2018-05-01 11:45:01+02:00,201805.log@47,132739235.84,5840568.32,26.421
2018-05-01 12:45:01+02:00,201805.log@51,117220311.04,5767168.0,30.584
2018-05-01 13:45:01+02:00,201805.log@55,133441781.76,5882511.36,26.441
2018-05-01 14:45:01+02:00,201805.log@59,133336924.16,5777653.76,27.292
2018-05-01 15:45:02+02:00,201805.log@63,133987041.28,5819596.8,26.883
2018-05-01 16:45:01+02:00,201805.log@67,129299906.56,5851054.08,26.027
2018-05-01 17:45:01+02:00,201805.log@71,102959677.44,5253365.76,31.578
2018-05-01 18:45:01+02:00,201805.log@75,125011230.72,5662310.4,28.362
2018-05-01 19:45:01+02:00,201805.log@79,103746109.44,5609881.6,27.594
2018-05-01 20:45:01+02:00,201805.log@83,126416322.56,5851054.08,27.199
2018-05-01 21:45:01+02:00,201805.log@87,123490795.52,5913968.64,27.611
2018-05-01 22:45:01+02:00,201805.log@91,125818634.24,5714739.2,29.593
2018-05-01 23:45:01+02:00,201805.log@95,129645936.64,5851054.08,27.129
2018-05-02 00:45:01+02:00,201805.log@99,131449487.36,5830082.56,26.406
2018-05-02 01:45:01+02:00,201805.log@103,133892669.44,5913968.64,26.407
2018-05-02 02:45:01+02:00,201805.log@107,133756354.56,5840568.32,27.685
2018-05-02 03:45:01+02:00,201805.log@111,127527813.12,5892997.12,26.62
2018-05-02 04:45:01+02:00,201805.log@115,133672468.48,5851054.08,25.378
2018-05-02 05:45:01+02:00,201805.log@119,133882183.68,5809111.04,26.622
2018-05-02 06:45:01+02:00,201805.log@123,129866137.6,5913968.64,26.413
2018-05-02 07:45:01+02:00,201805.log@127,113487380.48,5830082.56,26.566
2018-05-02 08:45:01+02:00,201805.log@131,130757427.2,5840568.32,29.17
2018-05-02 09:45:01+02:00,201805.log@135,132152033.28,5830082.56,26.243
2018-05-02 10:45:01+02:00,201805.log@139,124256256.0,4005560.32,28.89
2018-05-02 11:45:01+02:00,201805.log@143,123752939.52,5882511.36,28.359
2018-05-02 12:45:01+02:00,201805.log@147,116727480.32,5788139.52,27.603
2018-05-02 13:45:01+02:00,201805.log@151,121299271.68,5882511.36,29.326
2018-05-02 14:45:01+02:00,201805.log@155,124350627.84,5798625.28,26.379
2018-05-02 15:45:02+02:00,201805.log@159,116465336.32,5851054.08,27.32
2018-05-02 16:45:01+02:00,201805.log@163,128335216.64,5693767.68,26.623
2018-05-02 17:45:01+02:00,201805.log@167,122358333.44,5714739.2,27.342
2018-05-02 18:45:01+02:00,201805.log@171,100180951.04,5861539.84,28.144
2018-05-02 19:45:01+02:00,201805.log@175,133724897.28,5788139.52,23.499
2018-05-02 20:45:01+02:00,201805.log@179,129027276.8,5809111.04,27.426
2018-05-02 21:45:01+02:00,201805.log@183,125472604.16,5683281.92,25.961
2018-05-02 22:45:01+02:00,201805.log@187,130820341.76,5840568.32,27.914
2018-05-02 23:45:01+02:00,201805.log@191,122903592.96,5746196.48,23.426
2018-05-03 00:45:02+02:00,201805.log@195,132424663.04,5882511.36,26.413
2018-05-03 01:45:01+02:00,201805.log@199,128932904.96,5557452.8,28.065
2018-05-03 02:45:01+02:00,201805.log@203,132529520.64,5473566.72,25.052
2018-05-03 03:45:01+02:00,201805.log@207,122138132.48,5861539.84,27.949
2018-05-03 04:45:01+02:00,201805.log@211,125598433.28,5913968.64,27.123
2018-05-03 05:45:01+02:00,201805.log@215,133714411.52,5851054.08,26.958
2018-05-03 06:45:01+02:00,201805.log@219,133106237.44,5777653.76,27.518
2018-05-03 07:45:01+02:00,201805.log@223,132078632.96,5861539.84,26.397
2018-05-03 08:45:01+02:00,201805.log@227,131072000.0,5767168.0,26.42
2018-05-03 09:45:01+02:00,201805.log@231,119579607.04,5924454.4,29.032
2018-05-03 10:45:01+02:00,201805.log@235,130474311.68,5641338.88,27.683
2018-05-03 11:45:01+02:00,201805.log@239,105759375.36,5630853.12,27.98
2018-05-03 12:45:01+02:00,201805.log@243,126741381.12,5798625.28,27.423
2018-05-03 13:45:01+02:00,201805.log@247,129771765.76,5913968.64,28.582
2018-05-03 14:45:01+02:00,201805.log@251,132298833.92,5284823.04,27.382
2018-05-03 15:45:01+02:00,201805.log@255,130243624.96,5756682.24,25.637
2018-05-03 16:45:02+02:00,201805.log@259,128482017.28,4676648.96,29.187
2018-05-03 17:45:02+02:00,201805.log@263,126332436.48,5735710.72,25.074
2018-05-03 18:45:01+02:00,201805.log@267,122190561.28,5788139.52,28.139
2018-05-03 19:45:01+02:00,201805.log@271,133620039.68,5735710.72,26.399
2018-05-03 20:45:01+02:00,201805.log@275,128293273.6,5473566.72,25.136
2018-05-03 21:45:01+02:00,201805.log@279,120533811.2,5767168.0,27.431
2018-05-03 22:45:02+02:00,201805.log@283,116832337.92,5945425.92,29.022
2018-05-03 23:45:02+02:00,201805.log@287,132781178.88,5913968.64,27.388
2018-05-04 00:45:01+02:00,201805.log@291,119925637.12,5735710.72,23.766
2018-05-04 01:45:01+02:00,201805.log@295,131271229.44,5903482.88,25.531
2018-05-04 02:45:01+02:00,201805.log@299,100831068.16,5903482.88,29.881
2018-05-04 03:45:01+02:00,201805.log@303,132697292.8,5819596.8,26.581
2018-05-04 04:45:01+02:00,201805.log@307,132309319.68,5913968.64,25.665
2018-05-04 05:45:01+02:00,201805.log@311,133567610.88,5903482.88,26.43
2018-05-04 06:45:01+02:00,201805.log@315,107804098.56,5767168.0,28.284
2018-05-04 07:45:01+02:00,201805.log@319,133756354.56,5484052.48,27.226
2018-05-04 08:45:01+02:00,201805.log@323,133399838.72,5851054.08,27.12
2018-05-04 09:45:01+02:00,201805.log@327,133651496.96,5903482.88,27.182
2018-05-04 10:45:01+02:00,201805.log@331,132550492.16,5840568.32,26.511
2018-05-04 11:45:01+02:00,201805.log@335,133441781.76,5913968.64,26.426
2018-05-04 12:45:01+02:00,201805.log@339,133483724.8,5851054.08,26.335
2018-05-04 13:45:01+02:00,201805.log@343,122976993.28,5882511.36,29.085
2018-05-04 14:45:01+02:00,201805.log@347,123889254.4,5746196.48,27.968
2018-05-04 15:45:01+02:00,201805.log@351,123490795.52,5746196.48,27.968
2018-05-04 16:45:01+02:00,201805.log@355,120638668.8,4204789.76,26.349
2018-05-04 17:45:01+02:00,201805.log@359,119999037.44,5882511.36,27.073
2018-05-04 18:45:01+02:00,201805.log@363,118981918.72,5819596.8,29.265
2018-05-04 19:45:01+02:00,201805.log@367,128398131.2,5819596.8,26.411
2018-05-04 20:45:01+02:00,201805.log@371,120219238.4,5578424.32,28.913
