timestamp,protocol,download,upload,ping
2015-11-01 00:45:01+01:00,201511.log@3,22491955.2,912261.12,31.143
2015-11-01 01:45:01+01:00,201511.log@7,22460497.92,891289.6,29.288
2015-11-01 02:45:01+01:00,201511.log@11,22491955.2,922746.88,29.601
2015-11-01 03:45:01+01:00,201511.log@15,22512926.72,912261.12,29.591
2015-11-01 04:45:01+01:00,201511.log@19,22502440.96,912261.12,34.745
2015-11-01 05:45:01+01:00,201511.log@23,17794334.72,912261.12,31.094
2015-11-01 06:45:01+01:00,201511.log@27,22491955.2,912261.12,33.278
2015-11-01 07:45:01+01:00,201511.log@31,22491955.2,922746.88,29.38
2015-11-01 08:45:01+01:00,201511.log@35,22491955.2,922746.88,35.972
2015-11-01 09:45:01+01:00,201511.log@39,22470983.68,880803.84,32.124
2015-11-01 10:45:01+01:00,201511.log@43,22313697.28,891289.6,29.637
2015-11-01 11:45:01+01:00,201511.log@47,22334668.8,891289.6,29.618
2015-11-01 12:45:01+01:00,201511.log@51,21967667.2,901775.36,35.149
2015-11-01 13:45:01+01:00,201511.log@55,22376611.84,880803.84,30.734
2015-11-01 14:45:01+01:00,201511.log@59,22429040.64,891289.6,32.983
2015-11-01 15:45:01+01:00,201511.log@63,22187868.16,891289.6,33.08
2015-11-01 16:45:01+01:00,201511.log@67,10548674.56,0.0,28.977
2015-11-01 17:45:01+01:00,201511.log@71,22324183.04,891289.6,30.521
2015-11-01 18:45:01+01:00,201511.log@75,22187868.16,838860.8,29.631
2015-11-01 19:45:01+01:00,201511.log@79,22303211.52,828375.04,28.461
2015-11-01 20:45:01+01:00,201511.log@83,22271754.24,901775.36,30.386
2015-11-01 21:45:01+01:00,201511.log@87,5064622.08,870318.08,32.118
2015-11-01 22:45:01+01:00,201511.log@91,22429040.64,891289.6,29.331
2015-11-01 23:45:02+01:00,201511.log@95,22460497.92,912261.12,33.801
2015-11-02 00:45:01+01:00,201511.log@99,22481469.44,922746.88,33.32
2015-11-02 01:45:02+01:00,201511.log@103,22460497.92,922746.88,29.522
2015-11-02 02:45:01+01:00,201511.log@107,22460497.92,912261.12,30.112
2015-11-02 03:45:01+01:00,201511.log@111,22313697.28,912261.12,28.373
2015-11-02 04:45:01+01:00,201511.log@115,22502440.96,912261.12,30.315
2015-11-02 05:45:01+01:00,201511.log@119,22460497.92,912261.12,33.349
2015-11-02 06:45:01+01:00,201511.log@123,22481469.44,912261.12,29.388
2015-11-02 07:45:01+01:00,201511.log@127,22460497.92,912261.12,34.621
2015-11-02 08:45:01+01:00,201511.log@131,22491955.2,912261.12,29.704
2015-11-02 09:45:01+01:00,201511.log@135,22460497.92,912261.12,32.348
2015-11-02 10:45:01+01:00,201511.log@139,22219325.44,912261.12,37.046
2015-11-02 11:45:01+01:00,201511.log@143,22429040.64,912261.12,28.519
2015-11-02 12:45:01+01:00,201511.log@147,22491955.2,912261.12,31.084
2015-11-02 13:45:02+01:00,201511.log@151,21621637.12,912261.12,31.971
2015-11-02 14:45:01+01:00,201511.log@155,22470983.68,922746.88,30.955
2015-11-02 15:45:01+01:00,201511.log@159,22491955.2,912261.12,31.855
2015-11-02 16:45:01+01:00,201511.log@163,22187868.16,901775.36,33.195
2015-11-02 17:45:01+01:00,201511.log@167,22491955.2,912261.12,30.743
2015-11-02 18:45:01+01:00,201511.log@171,22491955.2,922746.88,32.988
2015-11-02 19:45:01+01:00,201511.log@175,22460497.92,912261.12,33.906
2015-11-02 20:45:01+01:00,201511.log@179,22491955.2,912261.12,30.505
2015-11-02 21:45:01+01:00,201511.log@183,21915238.4,901775.36,31.275
2015-11-02 22:45:01+01:00,201511.log@187,22460497.92,912261.12,28.276
2015-11-02 23:45:01+01:00,201511.log@191,22491955.2,912261.12,29.797
2015-11-03 00:45:01+01:00,201511.log@195,22429040.64,912261.12,28.213
2015-11-03 01:45:01+01:00,201511.log@199,22460497.92,912261.12,31.373
2015-11-03 02:45:01+01:00,201511.log@203,22470983.68,922746.88,28.727
2015-11-03 03:45:01+01:00,201511.log@207,22491955.2,912261.12,29.368
2015-11-03 04:45:01+01:00,201511.log@211,22429040.64,912261.12,33.396
2015-11-03 05:45:01+01:00,201511.log@215,22470983.68,912261.12,33.501
2015-11-03 06:45:01+01:00,201511.log@219,22408069.12,912261.12,32.856
2015-11-03 07:45:01+01:00,201511.log@223,22502440.96,912261.12,27.916
2015-11-03 08:45:01+01:00,201511.log@227,22512926.72,922746.88,33.536
2015-11-03 09:45:01+01:00,201511.log@231,22460497.92,891289.6,31.307
2015-11-03 10:45:01+01:00,201511.log@235,22502440.96,912261.12,32.921
2015-11-03 11:45:01+01:00,201511.log@239,22334668.8,912261.12,33.552
2015-11-03 12:45:01+01:00,201511.log@243,22460497.92,922746.88,35.401
2015-11-03 13:45:01+01:00,201511.log@247,22491955.2,912261.12,31.103
2015-11-03 14:45:01+01:00,201511.log@251,22491955.2,922746.88,34.368
2015-11-03 15:45:01+01:00,201511.log@255,22491955.2,922746.88,34.266
2015-11-03 16:45:01+01:00,201511.log@259,22491955.2,912261.12,33.525
2015-11-03 17:45:01+01:00,201511.log@263,22491955.2,912261.12,29.536
2015-11-03 18:45:01+01:00,201511.log@267,22460497.92,912261.12,32.091
2015-11-03 19:45:01+01:00,201511.log@271,22460497.92,891289.6,33.009
2015-11-03 20:45:01+01:00,201511.log@275,22460497.92,912261.12,28.966
2015-11-03 21:45:01+01:00,201511.log@279,22282240.0,912261.12,34.014
2015-11-03 22:45:01+01:00,201511.log@283,22439526.4,912261.12,35.527
2015-11-03 23:45:01+01:00,201511.log@287,22460497.92,922746.88,34.531
2015-11-04 00:45:01+01:00,201511.log@291,22481469.44,912261.12,31.671
2015-11-04 01:45:01+01:00,201511.log@295,22429040.64,912261.12,30.314
2015-11-04 02:45:01+01:00,201511.log@299,22460497.92,922746.88,33.612
2015-11-04 03:45:01+01:00,201511.log@303,22491955.2,912261.12,30.075
2015-11-04 04:45:02+01:00,201511.log@307,20426260.48,870318.08,31.313
2015-11-04 05:45:01+01:00,201511.log@311,22502440.96,922746.88,35.077
2015-11-04 06:45:01+01:00,201511.log@315,22460497.92,912261.12,32.96
2015-11-04 07:45:01+01:00,201511.log@319,20489175.04,922746.88,30.618
2015-11-04 08:45:01+01:00,201511.log@323,22470983.68,912261.12,32.814
2015-11-04 09:45:01+01:00,201511.log@327,22481469.44,922746.88,33.299
2015-11-04 10:45:01+01:00,201511.log@331,22491955.2,912261.12,29.379
2015-11-04 11:45:01+01:00,201511.log@335,22429040.64,796917.76,33.55
2015-11-04 12:45:01+01:00,201511.log@339,22481469.44,912261.12,32.89
2015-11-04 13:45:01+01:00,201511.log@343,22491955.2,922746.88,33.631
2015-11-04 14:45:01+01:00,201511.log@347,22481469.44,912261.12,34.13
2015-11-04 15:45:01+01:00,201511.log@351,22439526.4,922746.88,31.545
2015-11-04 16:45:01+01:00,201511.log@355,22460497.92,922746.88,33.38
2015-11-04 17:45:01+01:00,201511.log@359,22187868.16,922746.88,33.543
2015-11-04 18:45:01+01:00,201511.log@363,22481469.44,922746.88,33.274
2015-11-04 19:45:01+01:00,201511.log@367,22470983.68,891289.6,29.537
2015-11-04 20:45:01+01:00,201511.log@371,22491955.2,922746.88,27.482
2015-11-04 21:45:01+01:00,201511.log@375,21118320.64,912261.12,31.558
2015-11-04 22:45:01+01:00,201511.log@379,22491955.2,912261.12,33.285
2015-11-04 23:45:01+01:00,201511.log@383,22187868.16,901775.36,34.353
2015-11-05 00:45:01+01:00,201511.log@387,22470983.68,922746.88,32.924
2015-11-05 01:45:01+01:00,201511.log@391,22460497.92,912261.12,39.415
2015-11-05 02:45:01+01:00,201511.log@395,5777653.76,912261.12,38.749
2015-11-05 03:45:01+01:00,201511.log@399,20248002.56,912261.12,32.811
2015-11-05 04:45:01+01:00,201511.log@403,22502440.96,912261.12,32.582
2015-11-05 05:45:01+01:00,201511.log@407,22491955.2,912261.12,29.262
2015-11-05 06:45:01+01:00,201511.log@411,22491955.2,901775.36,36.492
2015-11-05 07:45:01+01:00,201511.log@415,22470983.68,912261.12,34.316
2015-11-05 08:45:01+01:00,201511.log@419,22366126.08,912261.12,29.917
2015-11-05 09:45:01+01:00,201511.log@423,22460497.92,912261.12,31.119
2015-11-05 10:45:01+01:00,201511.log@427,22460497.92,912261.12,33.937
2015-11-05 11:45:01+01:00,201511.log@431,22491955.2,891289.6,37.115
2015-11-05 12:45:01+01:00,201511.log@435,22491955.2,912261.12,32.066
2015-11-05 13:45:01+01:00,201511.log@439,22481469.44,922746.88,27.94
2015-11-05 14:45:01+01:00,201511.log@443,22460497.92,912261.12,38.003
2015-11-05 15:45:01+01:00,201511.log@447,22366126.08,912261.12,29.172
2015-11-05 16:45:01+01:00,201511.log@451,22418554.88,912261.12,33.449
2015-11-05 17:45:01+01:00,201511.log@455,21915238.4,838860.8,34.362
2015-11-05 18:45:02+01:00,201511.log@459,22282240.0,912261.12,32.095
2015-11-05 19:45:01+01:00,201511.log@463,22145925.12,849346.56,32.325
2015-11-05 20:45:01+01:00,201511.log@467,22460497.92,912261.12,140.236
2015-11-05 21:45:01+01:00,201511.log@471,22470983.68,912261.12,31.903
2015-11-05 22:45:02+01:00,201511.log@475,22502440.96,912261.12,32.596
2015-11-05 23:45:01+01:00,201511.log@479,22502440.96,912261.12,27.192
2015-11-06 00:45:01+01:00,201511.log@483,22450012.16,912261.12,31.128
2015-11-06 01:45:01+01:00,201511.log@487,22470983.68,901775.36,30.82
2015-11-06 02:45:01+01:00,201511.log@491,22481469.44,912261.12,33.741
2015-11-06 03:45:01+01:00,201511.log@495,22450012.16,922746.88,33.163
2015-11-06 04:45:01+01:00,201511.log@499,22460497.92,912261.12,33.087
2015-11-06 05:45:01+01:00,201511.log@503,22470983.68,922746.88,33.218
2015-11-06 06:45:01+01:00,201511.log@507,22491955.2,912261.12,28.511
2015-11-06 07:45:01+01:00,201511.log@511,22460497.92,912261.12,35.218
2015-11-06 08:45:01+01:00,201511.log@515,22460497.92,901775.36,31.952
2015-11-06 09:45:01+01:00,201511.log@519,22366126.08,901775.36,28.702
2015-11-06 10:45:01+01:00,201511.log@523,22481469.44,912261.12,35.589
2015-11-06 11:45:01+01:00,201511.log@527,22124953.6,912261.12,35.171
2015-11-06 12:45:01+01:00,201511.log@531,22491955.2,922746.88,34.86
2015-11-06 13:45:01+01:00,201511.log@535,20667432.96,912261.12,30.821
2015-11-06 14:45:01+01:00,201511.log@539,22366126.08,912261.12,31.344
2015-11-06 15:45:01+01:00,201511.log@543,22460497.92,922746.88,31.183
2015-11-06 16:45:01+01:00,201511.log@547,22460497.92,912261.12,29.134
2015-11-06 17:45:01+01:00,201511.log@551,22481469.44,922746.88,31.96
2015-11-06 18:45:01+01:00,201511.log@555,22491955.2,912261.12,31.223
2015-11-06 19:45:01+01:00,201511.log@559,22062039.04,912261.12,31.186
2015-11-06 20:45:01+01:00,201511.log@563,22450012.16,912261.12,29.154
2015-11-06 21:45:01+01:00,201511.log@567,22366126.08,912261.12,28.755
2015-11-06 22:45:01+01:00,201511.log@571,22250782.72,912261.12,32.821
2015-11-06 23:45:01+01:00,201511.log@575,22240296.96,754974.72,28.472
2015-11-07 00:45:01+01:00,201511.log@579,22418554.88,891289.6,30.989
2015-11-07 01:45:01+01:00,201511.log@583,22491955.2,912261.12,33.351
2015-11-07 02:45:01+01:00,201511.log@587,19188940.8,912261.12,32.298
2015-11-07 03:45:01+01:00,201511.log@591,22429040.64,912261.12,33.948
2015-11-07 04:45:01+01:00,201511.log@595,22470983.68,912261.12,32.802
2015-11-07 05:45:01+01:00,201511.log@599,21118320.64,922746.88,38.24
2015-11-07 06:45:01+01:00,201511.log@603,22429040.64,912261.12,31.873
2015-11-07 07:45:01+01:00,201511.log@607,22429040.64,922746.88,30.164
2015-11-07 08:45:01+01:00,201511.log@611,21569208.32,901775.36,30.007
2015-11-07 09:45:01+01:00,201511.log@615,22460497.92,922746.88,33.936
2015-11-07 10:45:01+01:00,201511.log@619,22502440.96,849346.56,30.991
2015-11-07 11:45:01+01:00,201511.log@623,21621637.12,912261.12,29.873
2015-11-07 12:45:02+01:00,201511.log@627,21778923.52,912261.12,33.768
2015-11-07 13:45:01+01:00,201511.log@631,21705523.2,639631.36,33.268
2015-11-07 14:45:01+01:00,201511.log@635,22460497.92,912261.12,33.358
2015-11-07 15:45:01+01:00,201511.log@639,22020096.0,723517.44,29.977
2015-11-07 16:45:01+01:00,201511.log@643,22460497.92,891289.6,30.071
2015-11-07 17:45:02+01:00,201511.log@647,21023948.8,901775.36,33.555
2015-11-07 18:45:01+01:00,201511.log@651,22418554.88,912261.12,32.782
2015-11-07 19:45:02+01:00,201511.log@655,21338521.6,828375.04,32.404
2015-11-07 20:45:01+01:00,201511.log@659,22491955.2,912261.12,28.852
2015-11-07 21:45:01+01:00,201511.log@663,22460497.92,912261.12,28.274
2015-11-07 22:45:01+01:00,201511.log@667,22502440.96,870318.08,29.754
2015-11-07 23:45:02+01:00,201511.log@671,22334668.8,922746.88,31.69
2015-11-08 00:45:01+01:00,201511.log@675,22470983.68,922746.88,30.751
2015-11-08 01:45:01+01:00,201511.log@679,17899192.32,901775.36,30.054
2015-11-08 02:45:01+01:00,201511.log@683,22460497.92,912261.12,38.12
2015-11-08 03:45:01+01:00,201511.log@687,22502440.96,912261.12,34.839
2015-11-08 04:45:01+01:00,201511.log@691,22418554.88,901775.36,33.455
2015-11-08 05:45:01+01:00,201511.log@695,22450012.16,912261.12,32.197
2015-11-08 06:45:01+01:00,201511.log@699,22366126.08,912261.12,30.615
2015-11-08 07:45:01+01:00,201511.log@703,22429040.64,912261.12,28.97
2015-11-08 08:45:01+01:00,201511.log@707,18979225.6,807403.52,27.97
2015-11-08 09:45:01+01:00,201511.log@711,22460497.92,828375.04,32.364
2015-11-08 10:45:01+01:00,201511.log@715,22009610.24,639631.36,34.456
2015-11-08 11:45:01+01:00,201511.log@719,22460497.92,922746.88,34.384
2015-11-08 12:45:01+01:00,201511.log@723,22397583.36,912261.12,32.857
2015-11-08 13:45:01+01:00,201511.log@727,22450012.16,912261.12,32.865
2015-11-08 14:45:01+01:00,201511.log@731,17500733.44,692060.16,30.565
2015-11-08 15:45:01+01:00,201511.log@735,22156410.88,817889.28,32.39
2015-11-08 16:45:01+01:00,201511.log@739,21915238.4,849346.56,29.232
2015-11-08 17:45:01+01:00,201511.log@743,21957181.44,912261.12,30.453
2015-11-08 18:45:01+01:00,201511.log@747,22491955.2,912261.12,30.703
2015-11-08 19:45:01+01:00,201511.log@751,22460497.92,901775.36,29.563
2015-11-08 20:45:01+01:00,201511.log@755,22030581.76,828375.04,28.058
2015-11-08 21:45:01+01:00,201511.log@759,21831352.32,870318.08,31.308
2015-11-08 22:45:01+01:00,201511.log@763,22460497.92,912261.12,33.004
2015-11-08 23:45:01+01:00,201511.log@767,22103982.08,912261.12,29.636
2015-11-09 00:45:01+01:00,201511.log@771,22502440.96,912261.12,33.053
2015-11-09 01:45:01+01:00,201511.log@775,22470983.68,922746.88,35.055
2015-11-09 02:45:01+01:00,201511.log@779,22481469.44,912261.12,28.321
2015-11-09 03:45:01+01:00,201511.log@783,22491955.2,912261.12,34.534
2015-11-09 04:45:01+01:00,201511.log@787,22460497.92,912261.12,32.802
2015-11-09 05:45:01+01:00,201511.log@791,22491955.2,912261.12,32.436
2015-11-09 06:45:01+01:00,201511.log@795,21768437.76,912261.12,33.901
2015-11-09 07:45:01+01:00,201511.log@799,22030581.76,891289.6,27.692
